InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,SalesAmount,InvoiceMonth,IsReturn
539326,21874,GIN AND TONIC MUG,12,2010-12-17 09:22:00,1.25,14560.0,United Kingdom,15.0,2010-12,False
569943,21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,18,2011-10-06 18:08:00,0.79,14592.0,United Kingdom,14.22,2011-10,False
541987,21122,SET/10 PINK POLKADOT PARTY CANDLES,1,2011-01-24 16:05:00,1.25,14130.0,United Kingdom,1.25,2011-01,False
573361,21481,FAWN BLUE HOT WATER BOTTLE,1,2011-10-30 12:53:00,3.75,14456.0,United Kingdom,3.75,2011-10,False
572318,23307,SET OF 60 PANTRY DESIGN CAKE CASES,1,2011-10-23 16:19:00,0.55,15436.0,United Kingdom,0.55,2011-10,False
555277,85099F,JUMBO BAG STRAWBERRY,1,2011-06-01 17:30:00,4.13,,United Kingdom,4.13,2011-06,False
570695,23310,BUBBLEGUM RING ASSORTED,36,2011-10-12 08:56:00,0.42,17489.0,United Kingdom,15.12,2011-10,False
571883,22800,ANTIQUE TALL SWIRLGLASS TRINKET POT,1,2011-10-19 13:58:00,3.75,14704.0,United Kingdom,3.75,2011-10,False
543358,22087,PAPER BUNTING WHITE LACE,2,2011-02-07 14:04:00,5.79,,United Kingdom,11.58,2011-02,False
569000,21390,FILIGRIS HEART WITH BUTTERFLY,24,2011-09-29 17:36:00,1.25,17015.0,United Kingdom,30.0,2011-09,False
575164,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2011-11-08 16:55:00,2.95,18216.0,United Kingdom,17.700000000000003,2011-11,False
578844,23312,VINTAGE CHRISTMAS GIFT SACK,1,2011-11-25 16:14:00,8.29,,United Kingdom,8.29,2011-11,False
536409,22153,ANGEL DECORATION STARS ON DRESS,6,2010-12-01 11:45:00,0.42,17908.0,United Kingdom,2.52,2010-12,False
561910,21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",12,2011-08-01 10:23:00,4.25,17053.0,United Kingdom,51.0,2011-08,False
578125,23203,JUMBO BAG VINTAGE DOILY,100,2011-11-23 10:31:00,1.79,17511.0,United Kingdom,179.0,2011-11,False
551897,37449,CERAMIC CAKE STAND + HANGING CAKES,2,2011-05-05 10:31:00,9.95,13711.0,United Kingdom,19.9,2011-05,False
537640,21232,STRAWBERRY CERAMIC TRINKET BOX,39,2010-12-07 15:31:00,3.36,,United Kingdom,131.04,2010-12,False
560434,23119,PACK OF 6 LARGE FRUIT STRAWS,1,2011-07-18 15:56:00,1.25,,United Kingdom,1.25,2011-07,False
581219,22591,CARDHOLDER GINGHAM CHRISTMAS TREE,1,2011-12-08 09:28:00,6.63,,United Kingdom,6.63,2011-12,False
545064,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,16,2011-02-27 14:29:00,0.65,13636.0,United Kingdom,10.4,2011-02,False
542370,22173,METAL 4 HOOK HANGER FRENCH CHATEAU,8,2011-01-27 13:23:00,2.95,13004.0,United Kingdom,23.6,2011-01,False
566952,22817,CARD SUKI BIRTHDAY,6,2011-09-15 16:37:00,0.42,,United Kingdom,2.52,2011-09,False
564632,23111,PARISIENNE SEWING BOX,1,2011-08-26 11:58:00,12.5,16556.0,United Kingdom,12.5,2011-08,False
578664,22576,SWALLOW WOODEN CHRISTMAS DECORATION,13,2011-11-24 16:59:00,0.85,15910.0,United Kingdom,11.049999999999999,2011-11,False
562449,21164,HOME SWEET HOME METAL SIGN,2,2011-08-04 20:01:00,2.95,14562.0,United Kingdom,5.9,2011-08,False
569693,21788,KIDS RAIN MAC BLUE,10,2011-10-05 15:18:00,0.85,17837.0,United Kingdom,8.5,2011-10,False
570192,20971,PINK BLUE FELT CRAFT TRINKET BOX,12,2011-10-07 15:26:00,1.25,17509.0,United Kingdom,15.0,2011-10,False
C547958,20713,JUMBO BAG OWLS,-100,2011-03-28 15:18:00,1.65,15032.0,United Kingdom,-165.0,2011-03,True
547918,35915B,BLUE KNITTED HEN,6,2011-03-28 12:49:00,1.65,15249.0,United Kingdom,9.899999999999999,2011-03,False
550205,21871,SAVE THE PLANET MUG,1,2011-04-15 10:37:00,3.29,,United Kingdom,3.29,2011-04,False
578352,23103,JINGLE BELL HEART DECORATION,24,2011-11-24 10:02:00,1.65,16596.0,United Kingdom,39.599999999999994,2011-11,False
577617,20724,RED RETROSPOT CHARLOTTE BAG,10,2011-11-21 10:23:00,0.85,14883.0,United Kingdom,8.5,2011-11,False
575846,23101,SILVER STARS TABLE DECORATION,9,2011-11-11 12:07:00,0.83,17364.0,United Kingdom,7.47,2011-11,False
557631,23208,LUNCH BAG VINTAGE LEAF DESIGN,10,2011-06-21 15:01:00,1.65,18229.0,United Kingdom,16.5,2011-06,False
571028,23330,DECORATIVE WICKER HEART MEDIUM,1,2011-10-13 12:21:00,1.25,16770.0,United Kingdom,1.25,2011-10,False
549428,22550,HOLIDAY FUN LUDO,30,2011-04-08 12:01:00,3.75,15815.0,United Kingdom,112.5,2011-04,False
550773,84879,ASSORTED COLOUR BIRD ORNAMENT,16,2011-04-20 13:15:00,1.69,17567.0,United Kingdom,27.04,2011-04,False
552290,85099B,JUMBO BAG RED RETROSPOT,1,2011-05-08 13:32:00,2.08,16007.0,United Kingdom,2.08,2011-05,False
549017,22665,RECIPE BOX BLUE SKETCHBOOK DESIGN,6,2011-04-05 15:20:00,2.95,15145.0,United Kingdom,17.700000000000003,2011-04,False
560732,22424,ENAMEL BREAD BIN CREAM,1,2011-07-20 14:55:00,12.75,14056.0,United Kingdom,12.75,2011-07,False
559698,22515,CHILDS GARDEN SPADE PINK,1,2011-07-11 17:07:00,2.1,17589.0,United Kingdom,2.1,2011-07,False
566238,47590B,PINK HAPPY BIRTHDAY BUNTING,1,2011-09-11 11:24:00,5.45,17377.0,United Kingdom,5.45,2011-09,False
576181,23535,WALL ART BICYCLE SAFETY,2,2011-11-14 11:19:00,5.95,15572.0,United Kingdom,11.9,2011-11,False
544684,22971,QUEENS GUARD COFFEE MUG,6,2011-02-22 16:32:00,2.55,,United Kingdom,15.299999999999999,2011-02,False
555485,23173,REGENCY TEAPOT ROSES,2,2011-06-03 12:39:00,9.95,17722.0,United Kingdom,19.9,2011-06,False
580502,22335,HEART DECORATION PAINTED ZINC,3,2011-12-04 13:15:00,0.65,16931.0,United Kingdom,1.9500000000000002,2011-12,False
539252,22610,PENS ASSORTED FUNNY FACE,72,2010-12-16 14:17:00,0.21,17744.0,United Kingdom,15.12,2010-12,False
576189,23263,SET OF 3 WOODEN HEART DECORATIONS,1,2011-11-14 11:33:00,1.25,14684.0,United Kingdom,1.25,2011-11,False
543182,85099C,JUMBO  BAG BAROQUE BLACK WHITE,2,2011-02-04 10:40:00,4.13,,United Kingdom,8.26,2011-02,False
549525,85204,HANGING WOOD AND FELT FLOWER,1,2011-04-08 15:44:00,0.42,,United Kingdom,0.42,2011-04,False
544839,22386,JUMBO BAG PINK POLKADOT,20,2011-02-24 10:50:00,1.95,14841.0,United Kingdom,39.0,2011-02,False
575502,22141,CHRISTMAS CRAFT TREE TOP ANGEL,6,2011-11-10 10:10:00,2.1,16700.0,United Kingdom,12.600000000000001,2011-11,False
565152,23200,JUMBO BAG PEARS,4,2011-09-01 14:42:00,2.08,17799.0,United Kingdom,8.32,2011-09,False
559133,22432,WATERING CAN PINK BUNNY,1,2011-07-06 13:13:00,1.95,17861.0,United Kingdom,1.95,2011-07,False
569898,22141,CHRISTMAS CRAFT TREE TOP ANGEL,1,2011-10-06 16:08:00,4.13,,United Kingdom,4.13,2011-10,False
551982,20622,VIPPASSPORT COVER,3,2011-05-05 13:56:00,2.1,15023.0,United Kingdom,6.300000000000001,2011-05,False
544089,21428,SET3 BOOK BOX GREEN GINGHAM FLOWER,1,2011-02-15 17:51:00,8.29,,United Kingdom,8.29,2011-02,False
557118,22748,POPPY'S PLAYHOUSE KITCHEN,6,2011-06-16 17:05:00,2.1,14849.0,United Kingdom,12.600000000000001,2011-06,False
541969,22487,WHITE WOOD GARDEN PLANT LADDER,2,2011-01-24 13:46:00,19.96,,United Kingdom,39.92,2011-01,False
537434,22367,CHILDRENS APRON SPACEBOY DESIGN,1,2010-12-06 16:57:00,4.21,,United Kingdom,4.21,2010-12,False
574484,23234,BISCUIT TIN VINTAGE CHRISTMAS,6,2011-11-04 12:50:00,2.89,14388.0,United Kingdom,17.34,2011-11,False
558777,22817,CARD SUKI BIRTHDAY,7,2011-07-04 10:23:00,0.42,,United Kingdom,2.94,2011-07,False
552232,21313,GLASS HEART T-LIGHT HOLDER,1,2011-05-06 15:54:00,1.63,,United Kingdom,1.63,2011-05,False
578149,21988,PACK OF 6 SKULL PAPER PLATES,4,2011-11-23 11:11:00,1.63,,United Kingdom,6.52,2011-11,False
573551,23452,HEART MINI PORTRAIT FRAME,12,2011-10-31 13:35:00,1.95,15044.0,United Kingdom,23.4,2011-10,False
537614,22729,ALARM CLOCK BAKELIKE ORANGE,2,2010-12-07 13:29:00,3.75,16904.0,United Kingdom,7.5,2010-12,False
580983,23351,ROLL WRAP 50'S CHRISTMAS,1,2011-12-06 16:26:00,2.46,,United Kingdom,2.46,2011-12,False
564818,21327,SKULLS WRITING SET,1,2011-08-30 12:10:00,3.29,,United Kingdom,3.29,2011-08,False
570466,23318,BOX OF 6 MINI VINTAGE CRACKERS,3,2011-10-10 16:03:00,2.49,16791.0,United Kingdom,7.470000000000001,2011-10,False
544201,22502,PICNIC BASKET WICKER SMALL,1,2011-02-17 10:11:00,8.29,,United Kingdom,8.29,2011-02,False
537641,22502,PICNIC BASKET WICKER SMALL,1,2010-12-07 15:32:00,8.47,,United Kingdom,8.47,2010-12,False
576329,22728,ALARM CLOCK BAKELIKE PINK,1,2011-11-14 15:22:00,7.46,,United Kingdom,7.46,2011-11,False
574317,72232,FENG SHUI PILLAR CANDLE,48,2011-11-03 18:49:00,0.19,17078.0,United Kingdom,9.120000000000001,2011-11,False
553657,22197,SMALL POPCORN HOLDER,2,2011-05-18 11:28:00,0.85,14583.0,United Kingdom,1.7,2011-05,False
578065,21790,VINTAGE SNAP CARDS,2,2011-11-22 15:41:00,1.63,,United Kingdom,3.26,2011-11,False
572810,22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,24,2011-10-26 11:08:00,0.29,13644.0,United Kingdom,6.959999999999999,2011-10,False
571943,22169,FAMILY ALBUM WHITE PICTURE FRAME,2,2011-10-20 10:10:00,8.5,14638.0,United Kingdom,17.0,2011-10,False
568663,22366,DOORMAT AIRMAIL,4,2011-09-28 12:46:00,8.25,14440.0,United Kingdom,33.0,2011-09,False
557644,21992,VINTAGE PAISLEY STATIONERY SET,4,2011-06-21 17:06:00,2.46,,United Kingdom,9.84,2011-06,False
573531,22144,CHRISTMAS CRAFT LITTLE FRIENDS,40,2011-10-31 12:43:00,1.85,12909.0,United Kingdom,74.0,2011-10,False
545004,22860,EASTER TIN CHICKS PINK DAISY,12,2011-02-25 12:48:00,1.65,13753.0,United Kingdom,19.799999999999997,2011-02,False
550579,21394,RED POLKADOT BEAKER,48,2011-04-19 11:52:00,0.39,13266.0,United Kingdom,18.72,2011-04,False
573274,85049g,CHOCOLATE BOX RIBBONS,2,2011-10-28 13:10:00,2.46,,United Kingdom,4.92,2011-10,False
566092,20685,DOORMAT RED RETROSPOT,2,2011-09-09 10:42:00,8.25,13823.0,United Kingdom,16.5,2011-09,False
544659,21662,VINTAGE GLASS COFFEE CADDY,1,2011-02-22 13:20:00,5.95,18114.0,United Kingdom,5.95,2011-02,False
537773,22144,CHRISTMAS CRAFT LITTLE FRIENDS,2,2010-12-08 12:36:00,2.1,16016.0,United Kingdom,4.2,2010-12,False
576859,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,2011-11-16 15:56:00,2.95,18167.0,United Kingdom,35.400000000000006,2011-11,False
558348,22030,SWALLOWS GREETING CARD,12,2011-06-28 14:50:00,0.42,17188.0,United Kingdom,5.04,2011-06,False
544214,21041,RED RETROSPOT OVEN GLOVE DOUBLE,3,2011-02-17 11:19:00,6.63,,United Kingdom,19.89,2011-02,False
547649,20727,LUNCH BAG  BLACK SKULL.,2,2011-03-24 12:02:00,1.65,18118.0,United Kingdom,3.3,2011-03,False
565439,23133,LARGE IVORY HEART WALL ORGANISER,2,2011-09-04 13:56:00,8.25,14852.0,United Kingdom,16.5,2011-09,False
541784,21864,UNION JACK FLAG PASSPORT COVER,4,2011-01-21 12:37:00,2.1,17277.0,United Kingdom,8.4,2011-01,False
566082,23012,GLASS APOTHECARY BOTTLE PERFUME,4,2011-09-09 10:09:00,3.95,16293.0,United Kingdom,15.8,2011-09,False
569136,22358,KINGS CHOICE TEA CADDY,1,2011-09-30 14:41:00,2.95,15834.0,United Kingdom,2.95,2011-09,False
578344,22960,JAM MAKING SET WITH JARS,6,2011-11-24 09:21:00,8.29,,United Kingdom,49.739999999999995,2011-11,False
568795,22090,PAPER BUNTING RETROSPOT,10,2011-09-29 10:19:00,2.95,17870.0,United Kingdom,29.5,2011-09,False
550675,21181,PLEASE ONE PERSON METAL SIGN,12,2011-04-20 10:39:00,2.1,15260.0,United Kingdom,25.200000000000003,2011-04,False
580399,22626,BLACK KITCHEN SCALES,1,2011-12-04 11:45:00,8.5,13471.0,United Kingdom,8.5,2011-12,False
581219,82567,"AIRLINE LOUNGE,METAL SIGN",6,2011-12-08 09:28:00,1.63,,United Kingdom,9.78,2011-12,False
577179,21116,OWL DOORSTOP,12,2011-11-18 11:20:00,4.95,18061.0,United Kingdom,59.400000000000006,2011-11,False
544044,22798,ANTIQUE GLASS DRESSING TABLE POT,4,2011-02-15 12:05:00,2.95,14659.0,United Kingdom,11.8,2011-02,False
580115,22900,SET 2 TEA TOWELS I LOVE LONDON,1,2011-12-01 16:22:00,6.63,,United Kingdom,6.63,2011-12,False
564516,21424,WOODLAND STORAGE BOX LARGE,1,2011-08-25 14:45:00,6.63,,United Kingdom,6.63,2011-08,False
576665,72800E,4 IVORY DINNER CANDLES SILVER FLOCK,2,2011-11-16 11:46:00,2.55,17841.0,United Kingdom,5.1,2011-11,False
539196,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,4,2010-12-16 12:09:00,3.75,18055.0,United Kingdom,15.0,2010-12,False
562936,23109,PACK OF SIX LED TEA LIGHTS,1,2011-08-10 17:12:00,2.89,,United Kingdom,2.89,2011-08,False
537126,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2010-12-05 12:13:00,2.95,18118.0,United Kingdom,2.95,2010-12,False
560249,22130,PARTY CONE CHRISTMAS DECORATION,6,2011-07-17 12:26:00,0.85,17571.0,United Kingdom,5.1,2011-07,False
573576,22422,TOOTHPASTE TUBE PEN,2,2011-10-31 14:09:00,1.25,14096.0,United Kingdom,2.5,2011-10,False
576614,23355,HOT WATER BOTTLE KEEP CALM,1,2011-11-15 16:38:00,4.95,12933.0,United Kingdom,4.95,2011-11,False
580136,22515,CHILDS GARDEN SPADE PINK,1,2011-12-01 19:42:00,2.1,17841.0,United Kingdom,2.1,2011-12,False
542121,22676,FRENCH BLUE METAL DOOR SIGN 1,6,2011-01-25 14:33:00,1.25,17515.0,United Kingdom,7.5,2011-01,False
537192,85208,SET/12 FUNKY FELT FLOWER PEG IN BAG,1,2010-12-05 13:42:00,2.1,16402.0,United Kingdom,2.1,2010-12,False
577333,23083,SET 6 PAPER TABLE LANTERN STARS,12,2011-11-18 14:40:00,3.75,14868.0,United Kingdom,45.0,2011-11,False
546774,22531,MAGIC DRAWING SLATE CIRCUS PARADE,5,2011-03-16 15:45:00,0.42,14505.0,United Kingdom,2.1,2011-03,False
557956,20719,WOODLAND CHARLOTTE BAG,1,2011-06-23 19:20:00,0.85,18283.0,United Kingdom,0.85,2011-06,False
580727,84950,ASSORTED COLOUR T-LIGHT HOLDER,6,2011-12-05 17:17:00,1.38,14096.0,United Kingdom,8.28,2011-12,False
556782,22723,SET OF 6 HERB TINS SKETCHBOOK,1,2011-06-14 13:04:00,3.95,14871.0,United Kingdom,3.95,2011-06,False
553856,84991,60 TEATIME FAIRY CAKE CASES,1,2011-05-19 13:28:00,0.55,16813.0,United Kingdom,0.55,2011-05,False
578817,22698,PINK REGENCY TEACUP AND SAUCER,1,2011-11-25 13:45:00,2.95,16764.0,United Kingdom,2.95,2011-11,False
574247,23438,RED SPOT GIFT BAG LARGE,12,2011-11-03 12:56:00,1.25,13168.0,United Kingdom,15.0,2011-11,False
553488,22925,BLUE GIANT GARDEN THERMOMETER,1,2011-05-17 12:40:00,5.95,18043.0,United Kingdom,5.95,2011-05,False
543097,84951A,SET OF 4 PISTACHIO LOVEBIRD COASTER,1,2011-02-03 11:41:00,4.96,,United Kingdom,4.96,2011-02,False
545681,85150,LADIES & GENTLEMEN METAL SIGN,12,2011-03-06 11:28:00,2.55,16923.0,United Kingdom,30.599999999999998,2011-03,False
563357,20961,STRAWBERRY BATH SPONGE,20,2011-08-15 14:50:00,1.25,13277.0,United Kingdom,25.0,2011-08,False
566577,20713,JUMBO BAG OWLS,13,2011-09-13 13:29:00,4.13,,United Kingdom,53.69,2011-09,False
547063,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-03-20 13:33:00,1.69,14769.0,United Kingdom,13.52,2011-03,False
579002,21832,CHOCOLATE CALCULATOR,1,2011-11-27 16:27:00,1.65,14093.0,United Kingdom,1.65,2011-11,False
537369,21692,SILVER LATTICE VANILLA CANDLE POT,1,2010-12-06 12:41:00,3.75,17860.0,United Kingdom,3.75,2010-12,False
574673,23209,LUNCH BAG VINTAGE DOILY,3,2011-11-06 12:26:00,1.65,15555.0,United Kingdom,4.949999999999999,2011-11,False
571291,23295,SET OF 12 MINI LOAF BAKING CASES,1,2011-10-16 15:44:00,0.83,13610.0,United Kingdom,0.83,2011-10,False
573582,85062,PEARL CRYSTAL PUMPKIN T-LIGHT HLDR,24,2011-10-31 14:23:00,1.65,16633.0,United Kingdom,39.599999999999994,2011-10,False
580893,23580,SNACK TRAY HAPPY FOREST,1,2011-12-06 12:38:00,1.95,17290.0,United Kingdom,1.95,2011-12,False
572830,23121,PACK OF 6 COCKTAIL PARASOL STRAWS,2,2011-10-26 11:36:00,0.42,16208.0,United Kingdom,0.84,2011-10,False
553198,22530,MAGIC DRAWING SLATE DOLLY GIRL,7,2011-05-15 14:48:00,0.42,13752.0,United Kingdom,2.94,2011-05,False
543428,82600,NO SINGING METAL SIGN,6,2011-02-08 11:36:00,2.1,17787.0,United Kingdom,12.600000000000001,2011-02,False
577155,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,48,2011-11-18 09:56:00,0.29,13050.0,United Kingdom,13.919999999999998,2011-11,False
579399,21080,SET/20 RED RETROSPOT PAPER NAPKINS,3,2011-11-29 12:09:00,0.85,13137.0,United Kingdom,2.55,2011-11,False
546862,85035C,ROSE 3 WICK MORRIS BOX CANDLE,4,2011-03-17 15:34:00,4.25,16216.0,United Kingdom,17.0,2011-03,False
548739,22644,CERAMIC CHERRY CAKE MONEY BANK,1,2011-04-04 11:28:00,1.45,15493.0,United Kingdom,1.45,2011-04,False
578697,23190,BUNDLE OF 3 SCHOOL EXERCISE BOOKS,12,2011-11-25 10:03:00,1.65,14132.0,United Kingdom,19.799999999999997,2011-11,False
540551,85071B,RED CHARLIE+LOLA PERSONAL DOORSIGN,1,2011-01-10 09:43:00,0.85,,United Kingdom,0.85,2011-01,False
548796,21931,JUMBO STORAGE BAG SUKI,3,2011-04-04 12:42:00,2.08,15752.0,United Kingdom,6.24,2011-04,False
542789,21166,COOK WITH WINE METAL SIGN,48,2011-02-01 10:38:00,1.69,17511.0,United Kingdom,81.12,2011-02,False
537395,21100,CHARLIE AND LOLA CHARLOTTE BAG,1,2010-12-06 14:05:00,1.65,15356.0,United Kingdom,1.65,2010-12,False
576689,22355,CHARLOTTE BAG SUKI DESIGN,2,2011-11-16 12:18:00,0.85,16657.0,United Kingdom,1.7,2011-11,False
565768,85099C,JUMBO  BAG BAROQUE BLACK WHITE,20,2011-09-06 14:29:00,2.08,14040.0,United Kingdom,41.6,2011-09,False
580148,82600,N0 SINGING METAL SIGN,1,2011-12-02 10:08:00,4.13,,United Kingdom,4.13,2011-12,False
554511,22990,COTTON APRON PANTRY DESIGN,1,2011-05-24 15:52:00,10.79,,United Kingdom,10.79,2011-05,False
578305,23487,SWEET HEART CAKE CARRIER,5,2011-11-23 15:44:00,8.25,14088.0,United Kingdom,41.25,2011-11,False
559341,23199,JUMBO BAG APPLES,20,2011-07-07 16:56:00,2.08,15144.0,United Kingdom,41.6,2011-07,False
550458,90214G,"LETTER ""G"" BLING KEY RING",1,2011-04-18 13:13:00,0.83,,United Kingdom,0.83,2011-04,False
580611,22197,POPCORN HOLDER,10,2011-12-05 11:49:00,0.85,12748.0,United Kingdom,8.5,2011-12,False
567631,C2,CARRIAGE,1,2011-09-21 13:33:00,50.0,13350.0,United Kingdom,50.0,2011-09,False
558475,22567,20 DOLLY PEGS RETROSPOT,1,2011-06-29 15:58:00,2.92,,United Kingdom,2.92,2011-06,False
557799,22350,ILLUSTRATED CAT BOWL,6,2011-06-23 09:53:00,2.55,14854.0,United Kingdom,15.299999999999999,2011-06,False
546984,85049H,URBAN BLACK RIBBONS,1,2011-03-18 12:35:00,1.25,15019.0,United Kingdom,1.25,2011-03,False
541262,22665,RECIPE BOX BLUE SKETCHBOOK DESIGN,1,2011-01-16 15:50:00,2.95,18069.0,United Kingdom,2.95,2011-01,False
550193,20754,RETROSPOT RED WASHING UP GLOVES,6,2011-04-15 09:27:00,2.1,13952.0,United Kingdom,12.600000000000001,2011-04,False
540551,22186,RED STAR CARD HOLDER,1,2011-01-10 09:43:00,5.91,,United Kingdom,5.91,2011-01,False
563938,23245,SET OF 3 REGENCY CAKE TINS,16,2011-08-22 09:21:00,4.15,18144.0,United Kingdom,66.4,2011-08,False
580298,22074,6 RIBBONS SHIMMERING PINKS,24,2011-12-02 13:54:00,0.39,17086.0,United Kingdom,9.36,2011-12,False
580983,90056,CHUNKY CRACKED GLAZE NECKLACE IVORY,1,2011-12-06 16:26:00,10.82,,United Kingdom,10.82,2011-12,False
564818,22486,PLASMATRONIC LAMP,3,2011-08-30 12:10:00,8.29,,United Kingdom,24.869999999999997,2011-08,False
564300,22984,CARD GINGHAM ROSE,12,2011-08-24 11:31:00,0.42,16723.0,United Kingdom,5.04,2011-08,False
562162,21034,REX CASH+CARRY JUMBO SHOPPER,1,2011-08-03 12:03:00,0.95,12841.0,United Kingdom,0.95,2011-08,False
580730,21866,UNION JACK FLAG LUGGAGE TAG,2,2011-12-05 17:28:00,2.46,,United Kingdom,4.92,2011-12,False
540543,85152,HAND OVER THE CHOCOLATE   SIGN,7,2011-01-09 15:23:00,2.1,14395.0,United Kingdom,14.700000000000001,2011-01,False
558105,22196,SMALL HEART MEASURING SPOONS,1,2011-06-26 14:54:00,0.85,15644.0,United Kingdom,0.85,2011-06,False
556768,23094,LE GRAND TRAY CHIC SET,4,2011-06-14 12:21:00,12.5,17243.0,United Kingdom,50.0,2011-06,False
543740,84997A,GREEN 3 PIECE POLKADOT CUTLERY SET,2,2011-02-11 13:36:00,4.15,15311.0,United Kingdom,8.3,2011-02,False
C554152,22933,BAKING MOULD EASTER EGG MILK CHOC,-12,2011-05-23 11:21:00,2.95,18257.0,United Kingdom,-35.400000000000006,2011-05,True
546306,22241,GARLAND WOODEN HAPPY EASTER,1,2011-03-10 16:16:00,2.46,,United Kingdom,2.46,2011-03,False
540848,47593B,SCOTTIE DOGS BABY BIB,1,2011-01-12 09:26:00,0.85,,United Kingdom,0.85,2011-01,False
544453,21179,NO JUNK MAIL METAL SIGN,1,2011-02-20 13:06:00,1.25,17214.0,United Kingdom,1.25,2011-02,False
569695,22029,SPACEBOY BIRTHDAY CARD,12,2011-10-05 15:35:00,0.42,16843.0,United Kingdom,5.04,2011-10,False
572219,23201,JUMBO BAG ALPHABET,2,2011-10-21 13:17:00,2.08,17463.0,United Kingdom,4.16,2011-10,False
544339,22969,HOMEMADE JAM SCENTED CANDLES,24,2011-02-18 09:04:00,1.45,15228.0,United Kingdom,34.8,2011-02,False
548666,22501,PICNIC BASKET WICKER LARGE,1,2011-04-01 14:58:00,9.95,13124.0,United Kingdom,9.95,2011-04,False
564066,23240,SET OF 4 KNICK KNACK TINS DOILY,6,2011-08-22 15:05:00,4.15,17703.0,United Kingdom,24.900000000000002,2011-08,False
544684,21240,BLUE POLKADOT CUP,3,2011-02-22 16:32:00,1.63,,United Kingdom,4.89,2011-02,False
547832,22499,WOODEN UNION JACK BUNTING,48,2011-03-25 16:25:00,4.95,17511.0,United Kingdom,237.60000000000002,2011-03,False
558642,22424,ENAMEL BREAD BIN CREAM,1,2011-07-01 09:47:00,12.75,17667.0,United Kingdom,12.75,2011-07,False
570009,23350,ROLL WRAP VINTAGE SPOT,12,2011-10-07 09:38:00,1.25,14138.0,United Kingdom,15.0,2011-10,False
555845,23300,GARDENERS KNEELING PAD CUP OF TEA,1,2011-06-07 13:19:00,1.65,17015.0,United Kingdom,1.65,2011-06,False
573274,22383,LUNCH BAG SUKI DESIGN,10,2011-10-28 13:10:00,4.96,,United Kingdom,49.6,2011-10,False
566213,23234,BISCUIT TIN VINTAGE CHRISTMAS,6,2011-09-09 15:09:00,2.89,14895.0,United Kingdom,17.34,2011-09,False
558709,22090,PAPER BUNTING RETROSPOT,2,2011-07-01 13:02:00,2.95,17338.0,United Kingdom,5.9,2011-07,False
562214,84819,DANISH ROSE ROUND SEWING BOX,3,2011-08-03 13:39:00,4.25,17731.0,United Kingdom,12.75,2011-08,False
573137,22423,REGENCY CAKESTAND 3 TIER,1,2011-10-27 17:15:00,24.96,,United Kingdom,24.96,2011-10,False
548711,85231G,ORANGE SCENTED SET/9 T-LIGHTS,1,2011-04-03 14:24:00,0.85,18116.0,United Kingdom,0.85,2011-04,False
540022,16156S,WRAP PINK FAIRY CAKES,50,2011-01-04 12:57:00,0.42,17188.0,United Kingdom,21.0,2011-01,False
568301,22075,6 RIBBONS ELEGANT CHRISTMAS,5,2011-09-26 12:45:00,1.65,16383.0,United Kingdom,8.25,2011-09,False
563661,22356,CHARLOTTE BAG PINK POLKADOT,10,2011-08-18 11:23:00,0.85,13048.0,United Kingdom,8.5,2011-08,False
575601,23528,WALL ART SPACEBOY,1,2011-11-10 12:16:00,3.75,,United Kingdom,3.75,2011-11,False
537193,22112,CHOCOLATE HOT WATER BOTTLE,4,2010-12-05 13:49:00,4.95,15023.0,United Kingdom,19.8,2010-12,False
579116,21724,PANDA AND BUNNIES STICKER SHEET,6,2011-11-28 11:54:00,0.85,17346.0,United Kingdom,5.1,2011-11,False
563845,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,12,2011-08-19 14:39:00,0.85,12991.0,United Kingdom,10.2,2011-08,False
557886,22992,REVOLVER WOODEN RULER,4,2011-06-23 13:39:00,1.95,17799.0,United Kingdom,7.8,2011-06,False
569246,22113,GREY HEART HOT WATER BOTTLE,1,2011-10-03 09:57:00,7.46,14096.0,United Kingdom,7.46,2011-10,False
561520,21878,PACK OF 6 SANDCASTLE FLAGS ASSORTED,1,2011-07-27 17:03:00,0.85,17870.0,United Kingdom,0.85,2011-07,False
545022,22697,GREEN REGENCY TEACUP AND SAUCER,6,2011-02-25 14:24:00,2.95,12921.0,United Kingdom,17.700000000000003,2011-02,False
570087,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,1,2011-10-07 11:26:00,3.29,,United Kingdom,3.29,2011-10,False
578506,23469,CARD HOLDER LOVE BIRD SMALL,3,2011-11-24 13:01:00,4.15,17458.0,United Kingdom,12.450000000000001,2011-11,False
